I 09/04/2012 14:58:36:892 00000510                  Net| Method: GET;Url: http://127.0.0.1:63075/system/uicreated
I 09/04/2012 15:00:29:937 00001608                  APP| Locilized file: C:/MotorolaRhoMobileSuite2.0.5/ruby/lib/ruby/gems/1.9.1/gems/rhodes-3.3.3/lib/framework/rholang/rhomsg_
I 09/04/2012 15:00:29:937 00001608              RhoRuby| require_compiled: C:/MotorolaRhoMobileSuite2.0.5/ruby/lib/ruby/gems/1.9.1/gems/rhodes-3.3.3/lib/framework/rholang/rhomsg_en
I 09/04/2012 15:00:29:937 00001608              RhoRuby| require_compiled: indifferent_access
I 09/04/2012 15:00:29:937 00001608              RhoRuby| require_compiled: rho/rhosupport
I 09/04/2012 15:00:29:937 00001608              RhoRuby| require_compiled: rho/rhocontroller
I 09/04/2012 15:00:29:953 00001608              RhoRuby| require_compiled: rho/render
I 09/04/2012 15:00:29:953 00001608              RhoRuby| require_compiled: rho/rho
I 09/04/2012 15:00:29:969 00001608              RhoRuby| require_compiled: rho/rhoerror
I 09/04/2012 15:00:29:969 00001608              RhoRuby| require_compiled: rhom/rhom_source
E 09/04/2012 15:00:29:969 00001608              RhoRuby| require_compiled: error: can not find rhodes_translator
I 09/04/2012 15:00:29:969 00001608              RhoRuby| require_compiled: rho/rhoviewhelpers
I 09/04/2012 15:00:29:969 00001608              RhoRuby| require_compiled: rho
I 09/04/2012 15:00:29:969 00001608              RhoRuby| require_compiled: debugger
I 09/04/2012 15:00:29:969 00001608              RhoRuby| require_compiled: uri
I 09/04/2012 15:00:29:969 00001608              RhoRuby| require_compiled: uri/common
I 09/04/2012 15:00:29:984 00001608              RhoRuby| require_compiled: uri/generic
I 09/04/2012 15:00:29:984 00001608              RhoRuby| require_compiled: uri/ftp
I 09/04/2012 15:00:30:000 00001608              RhoRuby| require_compiled: uri/http
I 09/04/2012 15:00:30:000 00001608              RhoRuby| require_compiled: uri/https
I 09/04/2012 15:00:30:000 00001608              RhoRuby| require_compiled: uri/ldap
I 09/04/2012 15:00:30:000 00001608              RhoRuby| require_compiled: uri/ldaps
I 09/04/2012 15:00:30:000 00001608              RhoRuby| require_compiled: uri/mailto
I 09/04/2012 15:00:30:000 00001608              RhoRuby| require_compiled: timeout
I 09/04/2012 15:00:31:029 00001608                  APP| [Debugger] Unable to open connection to debugger: #<Errno::ECONNREFUSED: No connection could be made because the target machine actively refused it. - connect(2)>
I 09/04/2012 15:00:31:029 00001608                  APP| RHO loaded
I 09/04/2012 15:00:31:029 00001608                  APP| Calling RHO.initialize
I 09/04/2012 15:00:31:029 00001608              RhoRuby| require_compiled: rhoappmanifest
I 09/04/2012 15:00:31:029 00001608              RhoRuby| require_compiled: find
I 09/04/2012 15:00:31:061 00001608                  APP| model file: ProductCatalog/product_catalog
I 09/04/2012 15:00:31:061 00001608                  APP| model file: Inventory/inventory
I 09/04/2012 15:00:31:061 00001608                   DB| Open DB: C:/Users/QPBH84/workspace/InventoryManagement/rhosimulator/db/syncdbuser.sqlite
I 09/04/2012 15:00:31:061 00001608          GeoLocation| Creating singleton instance.
I 09/04/2012 15:00:31:061 00001608            RhodesApp| Starting sync engine...
I 09/04/2012 15:00:31:061 00001608                 Sync| sync_poll_interval: 0
I 09/04/2012 15:00:31:061 00001608                 Sync| syncserver: 
I 09/04/2012 15:00:31:061 00001608                 Sync| bulksync_state: 0
I 09/04/2012 15:00:31:061 00001608            RhodesApp| RhoRubyInitApp...
I 09/04/2012 15:00:31:061 00001608                  APP| init_app
I 09/04/2012 15:00:31:061 00001608              RhoRuby| require_compiled: application
I 09/04/2012 15:00:31:061 00001608                 Sync| Set notification. Source ID: -1;Url :http://127.0.0.1:63180/app/Settings/sync_notify; Params: 
I 09/04/2012 15:00:31:061 00001608                  APP| const_missing: ProductCatalog
I 09/04/2012 15:00:31:061 00001608                  APP| load_model: ProductCatalog
I 09/04/2012 15:00:31:061 00001608              RhoRuby| require_compiled: ProductCatalog/product_catalog
I 09/04/2012 15:00:31:061 00001608                  APP| model name: ProductCatalog
I 09/04/2012 15:00:31:061 00001608                  APP| model class found
I 09/04/2012 15:00:31:061 00001608                  APP| ProductCatalog : {"property"=>{}}
I 09/04/2012 15:00:31:061 00001608                   DB| Open DB: C:/Users/QPBH84/workspace/InventoryManagement/rhosimulator/db/syncdblocal.sqlite
I 09/04/2012 15:00:31:076 00001608                  APP| init_db_sources
I 09/04/2012 15:00:31:076 00001608                  APP| start_id: 40005
I 09/04/2012 15:00:31:076 00001608                  APP| Migrate schema sources: {}
I 09/04/2012 15:00:31:076 00001608           HttpServer| Start HTTP server
I 09/04/2012 15:00:31:076 00001608           HttpServer| Listen for connections on port 63180
I 09/04/2012 15:00:31:076 00001608         AppCallbacks| addCommand: LOCAL-SERVER-STARTED
I 09/04/2012 15:00:31:076 00001bf8         AppCallbacks| process command: LOCAL-SERVER-STARTED
I 09/04/2012 15:00:31:076 00001bf8  SystemImpl.cpp: 717| rho_sys_report_app_started() has no implementation on Win Mobile.
I 09/04/2012 15:00:31:076 00001bf8         AppCallbacks| process command: UI-CREATED
I 09/04/2012 15:00:31:076 00001bf8                  Net| Method: GET;Url: http://127.0.0.1:63180/system/uicreated
I 09/04/2012 15:00:31:092 00001608           HttpServer| Process URI: '/system/uicreated'
I 09/04/2012 15:00:31:092 00001608                  APP| on_ui_created.navigate to start url: '/app'
I 09/04/2012 15:00:31:092 000017ac           MainWindow| navigate: 'http://127.0.0.1:63180/app'
I 09/04/2012 15:00:31:092 000017ac           MainWindow| WebView: loading...
I 09/04/2012 15:00:31:092 00001bf8         AppCallbacks| process command: APP-ACTIVATED
I 09/04/2012 15:00:31:092 00001bf8                  Net| Method: GET;Url: http://127.0.0.1:63180/system/activateapp
I 09/04/2012 15:00:31:092 00001608           HttpServer| Process URI: '/system/activateapp'
I 09/04/2012 15:00:31:092 00001608           HttpServer| Process URI: '/app'
I 09/04/2012 15:00:31:092 00001bf8         AppCallbacks| ThreadQueue blocked for 4294967295 seconds...
I 09/04/2012 15:00:31:092 00001608           HttpServer| Process URI: '/app/index.erb'
I 09/04/2012 15:00:31:092 00001608                  APP| RHO serve_index: /app/index.erb
I 09/04/2012 15:00:31:092 00001608 RHO Rho::RhoController| inst_render_index
I 09/04/2012 15:00:31:092 00001608              RhoRuby| require_compiled: erb
I 09/04/2012 15:00:31:107 00001608                  APP| eval_compiled_file : C:/Users/QPBH84/workspace/InventoryManagement/app/index.erb
I 09/04/2012 15:00:31:107 00001608 RHO Rho::RhoController| index layout
I 09/04/2012 15:00:31:107 00001608                  APP| eval_compiled_file : C:/Users/QPBH84/workspace/InventoryManagement/app/layout.erb
I 09/04/2012 15:00:31:107 000017ac           MainWindow| addToolbarButton: Label: '';Action: 'back'
I 09/04/2012 15:00:31:107 00001608           HttpServer| GC Start.
I 09/04/2012 15:00:31:107 000017ac           MainWindow| addToolbarButton: Label: '';Action: 'separator'
I 09/04/2012 15:00:31:107 000017ac           MainWindow| addToolbarButton: Label: '';Action: 'home'
I 09/04/2012 15:00:31:107 000017ac           MainWindow| addToolbarButton: Label: '';Action: 'refresh'
I 09/04/2012 15:00:31:107 000017ac           MainWindow| addToolbarButton: Label: '';Action: 'options'
I 09/04/2012 15:00:31:107 00001608           HttpServer| GC End.
I 09/04/2012 15:00:31:107 000017ac           MainWindow| WebView: URL changed
I 09/04/2012 15:00:31:123 00001608           HttpServer| Process URI: '/public/jquery/jquery-1.6.4.min.js'
I 09/04/2012 15:00:31:123 00001608           HttpServer| Process URI: '/public/jquery/jquery.json-2.3.min.js'
I 09/04/2012 15:00:31:123 00001608           HttpServer| Process URI: '/public/jqmobile/jquery.mobile-1.0.1.min.css'
I 09/04/2012 15:00:31:123 00001608           HttpServer| Process URI: '/public/css/jqmobile-patch.css'
I 09/04/2012 15:00:31:123 00001608           HttpServer| Process URI: '/public/jqmobile/jquery.mobile-1.0.1.min.js'
I 09/04/2012 15:00:31:123 00001608           HttpServer| Process URI: '/public/js/jqmobile-patch.js'
I 09/04/2012 15:00:31:139 00001608           HttpServer| Process URI: '/public/css/android.css'
I 09/04/2012 15:00:31:232 00001608           HttpServer| Process URI: '/public/jqmobile/images/icons-18-white.png'
I 09/04/2012 15:00:31:248 000017ac           MainWindow| WebView: loaded 
I 09/04/2012 15:00:32:607 00001608           HttpServer| Process URI: '/app/Inventory/scanPage'
I 09/04/2012 15:00:32:607 00001608                  APP| RHO serve: /app/Inventory/scanPage
I 09/04/2012 15:00:32:607 00001608              RhoRuby| require_compiled: Inventory/inventory_controller
I 09/04/2012 15:00:32:607 00001608              RhoRuby| require_compiled: helpers/browser_helper
I 09/04/2012 15:00:32:607 00001608                  APP| eval_compiled_file : C:/Users/QPBH84/workspace/InventoryManagement/app/Inventory/scanPage.erb
I 09/04/2012 15:00:32:607 00001608           HttpServer| GC Start.
I 09/04/2012 15:00:32:607 00001608           HttpServer| GC End.
I 09/04/2012 15:00:32:607 000017ac           MainWindow| WebView: URL changed
I 09/04/2012 15:00:32:623 00001608           HttpServer| Process URI: '/public/images/barcode.jpg'
E 09/04/2012 15:00:32:623 00001608           HttpServer| The file /public/images/barcode.jpg was not found
I 09/04/2012 15:00:33:614 00001608           HttpServer| Process URI: '/app/Inventory/index'
I 09/04/2012 15:00:33:614 00001608                  APP| RHO serve: /app/Inventory/index
I 09/04/2012 15:00:33:614 00001608                  APP| const_missing: Inventory
I 09/04/2012 15:00:33:614 00001608                  APP| load_model: Inventory
I 09/04/2012 15:00:33:614 00001608              RhoRuby| require_compiled: Inventory/inventory
I 09/04/2012 15:00:33:614 00001608                  APP| model name: Inventory
I 09/04/2012 15:00:33:614 00001608                  APP| model class found
I 09/04/2012 15:00:33:614 00001608                  APP| Inventory : {"property"=>{}}
I 09/04/2012 15:00:33:614 00001608                  APP| init_db_sources
I 09/04/2012 15:00:33:614 00001608                  APP| start_id: 40005
I 09/04/2012 15:00:33:614 00001608                  APP| Migrate schema sources: {}
I 09/04/2012 15:00:33:614 00001608                  APP| eval_compiled_file : C:/Users/QPBH84/workspace/InventoryManagement/app/Inventory/index.erb
I 09/04/2012 15:00:33:629 00001608           HttpServer| GC Start.
I 09/04/2012 15:00:33:629 00001608           HttpServer| GC End.
I 09/04/2012 15:00:33:645 000017ac           MainWindow| WebView: URL changed
I 09/04/2012 15:00:36:883 00001608           HttpServer| Process URI: '/app'
I 09/04/2012 15:00:36:883 00001608           HttpServer| Process URI: '/app/index.erb'
I 09/04/2012 15:00:36:883 00001608                  APP| RHO serve_index: /app/index.erb
I 09/04/2012 15:00:36:883 00001608 RHO Rho::RhoController| inst_render_index
I 09/04/2012 15:00:36:883 00001608                  APP| eval_compiled_file : C:/Users/QPBH84/workspace/InventoryManagement/app/index.erb
I 09/04/2012 15:00:36:899 00001608           HttpServer| GC Start.
I 09/04/2012 15:00:36:899 00001608           HttpServer| GC End.
I 09/04/2012 15:00:36:914 000017ac           MainWindow| WebView: URL changed
I 09/04/2012 15:00:38:003 00001608           HttpServer| Process URI: '/app/Inventory/scanPage'
I 09/04/2012 15:00:38:003 00001608                  APP| RHO serve: /app/Inventory/scanPage
I 09/04/2012 15:00:38:003 00001608                  APP| eval_compiled_file : C:/Users/QPBH84/workspace/InventoryManagement/app/Inventory/scanPage.erb
I 09/04/2012 15:00:38:003 00001608           HttpServer| GC Start.
I 09/04/2012 15:00:38:003 00001608           HttpServer| GC End.
I 09/04/2012 15:00:38:034 000017ac           MainWindow| WebView: URL changed
I 09/04/2012 15:00:38:034 00001608           HttpServer| Process URI: '/public/images/barcode.jpg'
E 09/04/2012 15:00:38:034 00001608           HttpServer| The file /public/images/barcode.jpg was not found
I 09/04/2012 15:00:40:069 00001608           HttpServer| Process URI: '/app/Inventory/index'
I 09/04/2012 15:00:40:069 00001608                  APP| RHO serve: /app/Inventory/index
I 09/04/2012 15:00:40:085 00001608                  APP| eval_compiled_file : C:/Users/QPBH84/workspace/InventoryManagement/app/Inventory/index.erb
I 09/04/2012 15:00:40:085 00001608           HttpServer| GC Start.
I 09/04/2012 15:00:40:085 00001608           HttpServer| GC End.
I 09/04/2012 15:00:40:116 000017ac           MainWindow| WebView: URL changed
I 09/04/2012 15:00:40:979 00001608           HttpServer| Process URI: '/app/Inventory/{115997869484421.11}/edit'
I 09/04/2012 15:00:40:979 00001608                  APP| RHO serve: /app/Inventory/{115997869484421.11}/edit
I 09/04/2012 15:00:40:979 00001608                  APP| Params: {"id"=>"{115997869484421.11}"}
I 09/04/2012 15:00:40:979 00001608                  APP| eval_compiled_file : C:/Users/QPBH84/workspace/InventoryManagement/app/Inventory/edit.erb
I 09/04/2012 15:00:40:979 00001608           HttpServer| GC Start.
I 09/04/2012 15:00:40:979 00001608           HttpServer| GC End.
I 09/04/2012 15:00:41:010 000017ac           MainWindow| WebView: URL changed
I 09/04/2012 15:00:42:590 00001608           HttpServer| Process URI: '/app/Inventory/{115997869484421.11}/show'
I 09/04/2012 15:00:42:590 00001608                  APP| RHO serve: /app/Inventory/{115997869484421.11}/show
